"State","Crime","Type of Crime","Year","Count"
"Connecticut","Murder and nonnegligent Manslaughter","Violent Crime","1961","25"
"Connecticut","Murder and nonnegligent Manslaughter","Violent Crime","1962","34"
"Connecticut","Murder and nonnegligent Manslaughter","Violent Crime","1963","47"
"Connecticut","Murder and nonnegligent Manslaughter","Violent Crime","1964","49"
"Connecticut","Murder and nonnegligent Manslaughter","Violent Crime","1965","46"
"Connecticut","Murder and nonnegligent Manslaughter","Violent Crime","1966","57"
"Connecticut","Murder and nonnegligent Manslaughter","Violent Crime","1967","70"
"Connecticut","Murder and nonnegligent Manslaughter","Violent Crime","1968","73"
"Connecticut","Murder and nonnegligent Manslaughter","Violent Crime","1969","86"
"Connecticut","Murder and nonnegligent Manslaughter","Violent Crime","1970","106"
"Connecticut","Murder and nonnegligent Manslaughter","Violent Crime","1971","96"
"Connecticut","Murder and nonnegligent Manslaughter","Violent Crime","1972","100"
"Connecticut","Murder and nonnegligent Manslaughter","Violent Crime","1973","102"
"Connecticut","Murder and nonnegligent Manslaughter","Violent Crime","1974","101"
"Connecticut","Murder and nonnegligent Manslaughter","Violent Crime","1975","120"
"Connecticut","Murder and nonnegligent Manslaughter","Violent Crime","1976","97"
"Connecticut","Murder and nonnegligent Manslaughter","Violent Crime","1977","132"
"Connecticut","Murder and nonnegligent Manslaughter","Violent Crime","1978","129"
"Connecticut","Murder and nonnegligent Manslaughter","Violent Crime","1979","131"
"Connecticut","Murder and nonnegligent Manslaughter","Violent Crime","1980","146"
"Connecticut","Murder and nonnegligent Manslaughter","Violent Crime","1981","168"
"Connecticut","Murder and nonnegligent Manslaughter","Violent Crime","1982","164"
"Connecticut","Murder and nonnegligent Manslaughter","Violent Crime","1983","129"
"Connecticut","Murder and nonnegligent Manslaughter","Violent Crime","1984","122"
"Connecticut","Murder and nonnegligent Manslaughter","Violent Crime","1985","120"
"Connecticut","Murder and nonnegligent Manslaughter","Violent Crime","1986","148"
"Connecticut","Murder and nonnegligent Manslaughter","Violent Crime","1987","156"
"Connecticut","Murder and nonnegligent Manslaughter","Violent Crime","1988","174"
"Connecticut","Murder and nonnegligent Manslaughter","Violent Crime","1989","190"
"Connecticut","Murder and nonnegligent Manslaughter","Violent Crime","1990","166"
"Connecticut","Murder and nonnegligent Manslaughter","Violent Crime","1991","187"
"Connecticut","Murder and nonnegligent Manslaughter","Violent Crime","1992","166"
"Connecticut","Murder and nonnegligent Manslaughter","Violent Crime","1993","206"
"Connecticut","Murder and nonnegligent Manslaughter","Violent Crime","1994","215"
"Connecticut","Murder and nonnegligent Manslaughter","Violent Crime","1995","150"
"Connecticut","Murder and nonnegligent Manslaughter","Violent Crime","1996","158"
"Connecticut","Murder and nonnegligent Manslaughter","Violent Crime","1997","124"
"Connecticut","Murder and nonnegligent Manslaughter","Violent Crime","1998","135"
"Connecticut","Murder and nonnegligent Manslaughter","Violent Crime","1999","107"
"Connecticut","Murder and nonnegligent Manslaughter","Violent Crime","2000","98"
"Connecticut","Murder and nonnegligent Manslaughter","Violent Crime","2001","105"
"Connecticut","Murder and nonnegligent Manslaughter","Violent Crime","2002","84"
"Connecticut","Murder and nonnegligent Manslaughter","Violent Crime","2003","112"
"Connecticut","Murder and nonnegligent Manslaughter","Violent Crime","2004","100"
"Connecticut","Murder and nonnegligent Manslaughter","Violent Crime","2005","102"
"Connecticut","Forcible rape","Violent Crime","1960","103"
"Connecticut","Forcible rape","Violent Crime","1961","64"
"Connecticut","Forcible rape","Violent Crime","1962","81"
"Connecticut","Forcible rape","Violent Crime","1963","88"
"Connecticut","Forcible rape","Violent Crime","1964","152"
"Connecticut","Forcible rape","Violent Crime","1965","148"
"Connecticut","Forcible rape","Violent Crime","1966","172"
"Connecticut","Forcible rape","Violent Crime","1967","164"
"Connecticut","Forcible rape","Violent Crime","1968","238"
"Connecticut","Forcible rape","Violent Crime","1969","260"
"Connecticut","Forcible rape","Violent Crime","1970","276"
"Connecticut","Forcible rape","Violent Crime","1971","367"
"Connecticut","Forcible rape","Violent Crime","1972","275"
"Connecticut","Forcible rape","Violent Crime","1973","342"
"Connecticut","Forcible rape","Violent Crime","1974","345"
"Connecticut","Forcible rape","Violent Crime","1975","385"
"Connecticut","Forcible rape","Violent Crime","1976","448"
"Connecticut","Forcible rape","Violent Crime","1977","521"
"Connecticut","Forcible rape","Violent Crime","1978","533"
"Connecticut","Forcible rape","Violent Crime","1979","752"
"Connecticut","Forcible rape","Violent Crime","1980","670"
"Connecticut","Forcible rape","Violent Crime","1981","687"
"Connecticut","Forcible rape","Violent Crime","1982","692"
"Connecticut","Forcible rape","Violent Crime","1983","627"
"Connecticut","Forcible rape","Violent Crime","1984","759"
"Connecticut","Forcible rape","Violent Crime","1985","763"
"Connecticut","Forcible rape","Violent Crime","1986","760"
"Connecticut","Forcible rape","Violent Crime","1987","800"
"Connecticut","Forcible rape","Violent Crime","1988","849"
"Connecticut","Forcible rape","Violent Crime","1989","892"
"Connecticut","Forcible rape","Violent Crime","1990","918"
"Connecticut","Forcible rape","Violent Crime","1991","960"
"Connecticut","Forcible rape","Violent Crime","1992","884"
"Connecticut","Forcible rape","Violent Crime","1993","800"
"Connecticut","Forcible rape","Violent Crime","1994","806"
"Connecticut","Forcible rape","Violent Crime","1995","776"
"Connecticut","Forcible rape","Violent Crime","1996","755"
"Connecticut","Forcible rape","Violent Crime","1997","740"
"Connecticut","Forcible rape","Violent Crime","1998","728"
"Connecticut","Forcible rape","Violent Crime","1999","654"
"Connecticut","Forcible rape","Violent Crime","2000","678"
"Connecticut","Forcible rape","Violent Crime","2001","639"
"Connecticut","Forcible rape","Violent Crime","2002","740"
"Connecticut","Forcible rape","Violent Crime","2003","698"
"Connecticut","Forcible rape","Violent Crime","2004","755"
"Connecticut","Forcible rape","Violent Crime","2005","702"
"Connecticut","Robbery","Violent Crime","1960","236"
"Connecticut","Robbery","Violent Crime","1961","238"
"Connecticut","Robbery","Violent Crime","1962","258"
"Connecticut","Robbery","Violent Crime","1963","366"
"Connecticut","Robbery","Violent Crime","1964","414"
"Connecticut","Robbery","Violent Crime","1965","546"
"Connecticut","Robbery","Violent Crime","1966","601"
"Connecticut","Robbery","Violent Crime","1967","941"
"Connecticut","Robbery","Violent Crime","1968","1332"
"Connecticut","Robbery","Violent Crime","1969","1696"
"Connecticut","Robbery","Violent Crime","1970","2136"
"Connecticut","Robbery","Violent Crime","1971","2563"
"Connecticut","Robbery","Violent Crime","1972","2437"
"Connecticut","Robbery","Violent Crime","1973","2589"
"Connecticut","Robbery","Violent Crime","1974","2850"
"Connecticut","Robbery","Violent Crime","1975","4069"
"Connecticut","Robbery","Violent Crime","1976","3831"
"Connecticut","Robbery","Violent Crime","1977","4026"
"Connecticut","Robbery","Violent Crime","1978","4798"
"Connecticut","Robbery","Violent Crime","1979","6021"
"Connecticut","Robbery","Violent Crime","1980","6749"
"Connecticut","Robbery","Violent Crime","1981","7709"
"Connecticut","Robbery","Violent Crime","1982","6574"
"Connecticut","Robbery","Violent Crime","1983","6296"
"Connecticut","Robbery","Violent Crime","1984","6009"
"Connecticut","Robbery","Violent Crime","1985","6032"
"Connecticut","Robbery","Violent Crime","1986","6129"
"Connecticut","Robbery","Violent Crime","1987","5720"
"Connecticut","Robbery","Violent Crime","1988","6080"
"Connecticut","Robbery","Violent Crime","1989","6956"
"Connecticut","Robbery","Violent Crime","1990","7717"
"Connecticut","Robbery","Violent Crime","1991","7384"
"Connecticut","Robbery","Violent Crime","1992","6918"
"Connecticut","Robbery","Violent Crime","1993","6447"
"Connecticut","Robbery","Violent Crime","1994","6150"
"Connecticut","Robbery","Violent Crime","1995","5345"
"Connecticut","Robbery","Violent Crime","1996","5552"
"Connecticut","Robbery","Violent Crime","1997","4999"
"Connecticut","Robbery","Violent Crime","1998","4379"
"Connecticut","Robbery","Violent Crime","1999","4054"
"Connecticut","Robbery","Violent Crime","2000","3832"
"Connecticut","Robbery","Violent Crime","2001","4183"
"Connecticut","Robbery","Violent Crime","2002","4069"
"Connecticut","Robbery","Violent Crime","2003","4212"
"Connecticut","Robbery","Violent Crime","2004","4188"
"Connecticut","Robbery","Violent Crime","2005","3966"
"Connecticut","Aggravated assault","Violent Crime","1960","548"
"Connecticut","Aggravated assault","Violent Crime","1961","551"
"Connecticut","Aggravated assault","Violent Crime","1962","565"
"Connecticut","Aggravated assault","Violent Crime","1963","691"
"Connecticut","Aggravated assault","Violent Crime","1964","1158"
"Connecticut","Aggravated assault","Violent Crime","1965","1233"
"Connecticut","Aggravated assault","Violent Crime","1966","1316"
"Connecticut","Aggravated assault","Violent Crime","1967","1629"
"Connecticut","Aggravated assault","Violent Crime","1968","2182"
"Connecticut","Aggravated assault","Violent Crime","1969","2373"
"Connecticut","Aggravated assault","Violent Crime","1970","2649"
"Connecticut","Aggravated assault","Violent Crime","1971","2942"
"Connecticut","Aggravated assault","Violent Crime","1972","3326"
"Connecticut","Aggravated assault","Violent Crime","1973","3388"
"Connecticut","Aggravated assault","Violent Crime","1974","3749"
"Connecticut","Aggravated assault","Violent Crime","1975","3734"
"Connecticut","Aggravated assault","Violent Crime","1976","4140"
"Connecticut","Aggravated assault","Violent Crime","1977","4095"
"Connecticut","Aggravated assault","Violent Crime","1978","4302"
"Connecticut","Aggravated assault","Violent Crime","1979","5998"
"Connecticut","Aggravated assault","Violent Crime","1980","5203"
"Connecticut","Aggravated assault","Violent Crime","1981","5469"
"Connecticut","Aggravated assault","Violent Crime","1982","5167"
"Connecticut","Aggravated assault","Violent Crime","1983","4715"
"Connecticut","Aggravated assault","Violent Crime","1984","5532"
"Connecticut","Aggravated assault","Violent Crime","1985","5843"
"Connecticut","Aggravated assault","Violent Crime","1986","6541"
"Connecticut","Aggravated assault","Violent Crime","1987","6779"
"Connecticut","Aggravated assault","Violent Crime","1988","7656"
"Connecticut","Aggravated assault","Violent Crime","1989","8538"
"Connecticut","Aggravated assault","Violent Crime","1990","9400"
"Connecticut","Aggravated assault","Violent Crime","1991","9230"
"Connecticut","Aggravated assault","Violent Crime","1992","8284"
"Connecticut","Aggravated assault","Violent Crime","1993","7496"
"Connecticut","Aggravated assault","Violent Crime","1994","7745"
"Connecticut","Aggravated assault","Violent Crime","1995","7022"
"Connecticut","Aggravated assault","Violent Crime","1996","7025"
"Connecticut","Aggravated assault","Violent Crime","1997","6918"
"Connecticut","Aggravated assault","Violent Crime","1998","6751"
"Connecticut","Aggravated assault","Violent Crime","1999","6527"
"Connecticut","Aggravated assault","Violent Crime","2000","6450"
"Connecticut","Aggravated assault","Violent Crime","2001","6565"
"Connecticut","Aggravated assault","Violent Crime","2002","5914"
"Connecticut","Aggravated assault","Violent Crime","2003","6023"
"Connecticut","Aggravated assault","Violent Crime","2004","5070"
"Connecticut","Aggravated assault","Violent Crime","2005","4865"
"Connecticut","Burglary","Property Crime","1960","8452"
"Connecticut","Burglary","Property Crime","1961","9526"
"Connecticut","Burglary","Property Crime","1962","10259"
"Connecticut","Burglary","Property Crime","1963","12553"
"Connecticut","Burglary","Property Crime","1964","14713"
"Connecticut","Burglary","Property Crime","1965","15959"
"Connecticut","Burglary","Property Crime","1966","17728"
"Connecticut","Burglary","Property Crime","1967","21987"
"Connecticut","Burglary","Property Crime","1968","28538"
"Connecticut","Burglary","Property Crime","1969","29624"
